slot_id,scheduled_date,scheduled_time,timezone,scheduled_at_utc,platform,account,format,pillar,source_url,source_file,source_path,schedule_action,content_sha256,visible_length,content
027,2026-06-08,17:00,America/Chicago,2026-06-08T22:00:00Z,linkedin,capveri,carousel,operating-controls,https://www.capveri.com/resources/recovery-ratio-analysis,marketing/content/resources/recovery-ratio-analysis.mdx,marketing/content/linkedin/campaigns/2026-06-07-to-2026-06-14/posts/2026-06-08-1700-recovery-gap-carousel-027.md,schedule,e2d6d38bf3410ef3ffc3c0e757827c838d744bbd618449b9e3baec007313dd51,678,"Carousel outline: A recovery gap is not one thing

Slide 1: Low recovery is a question
- Not a conclusion.

Slide 2: GL mapping gap
- Expense exists, but the recovery pool did not pick it up.

Slide 3: Gross-up gap
- Variable expenses were not normalized below the lease threshold.

Slide 4: Cap constraint
- The lease may limit what can be billed.

Slide 5: Classification noise
- Recoverable, excluded, capital, and landlord-only costs got mixed.

Slide 6: Denominator drift
- Tenant shares changed because the denominator moved.

Slide 7: The useful output
- A reason code, not a vague leakage number.

Slide 8: The CapVeri view
- Model the gap before calling it recoverable."
028,2026-06-08,18:00,America/Chicago,2026-06-08T23:00:00Z,linkedin,capveri,text-short,audit-defense,https://www.capveri.com/resources/cam-presend-checklist,marketing/content/resources/cam-presend-checklist.mdx,marketing/content/linkedin/campaigns/2026-06-07-to-2026-06-14/posts/2026-06-08-1800-presend-lineage-028.md,schedule,086b51c245fbb8659d891cfcfedff6f361ad338c81ebbbb98cdb5d792979ae88,542,"Each material CAM statement line should have a lineage.

Not a paragraph of explanation.

A lineage:

GL account.
Invoice support.
Lease treatment.
Gross-up status.
Cap status.
Tenant share.
Estimate credit.

When that chain is visible, review gets calmer.

When it is missing, a simple tenant question can turn into a reconstruction project.

CapVeri pushes for source-linked statements because CAM confidence is not created by the final PDF. It is created by the records behind it.

The statement is the output.

The lineage is the control."
029,2026-06-08,19:00,America/Chicago,2026-06-09T00:00:00Z,linkedin,capveri,text-short,deterministic-math,https://www.capveri.com/resources/cam-gross-up-calculation-guide,marketing/content/resources/cam-gross-up-calculation-guide.mdx,marketing/content/linkedin/campaigns/2026-06-07-to-2026-06-14/posts/2026-06-08-1900-gross-up-above-threshold-029.md,schedule,3977cc6845cf32604efe1c93d3184aa98b21a256da2a3dc3867842e0b360d8d4,675,"Gross-up has a stop sign.

If the lease target is 95% and the building is already at or above 95%, the gross-up factor should not inflate the variable pool.

That sounds obvious.

It still needs to be checked, because a spreadsheet can apply the formula mechanically:

Target occupancy / actual occupancy.

Without the threshold guard, the calculation can move when it should stay at actuals.

CapVeri treats gross-up as a rule set, not just a formula:

Only variable expenses.
Only when the lease allows it.
Only to the lease-defined target.
No inflation above the target condition.

Small guardrails help catch expensive-looking mistakes before they harden into the packet."
030,2026-06-08,20:00,America/Chicago,2026-06-09T01:00:00Z,linkedin,capveri,text-short,operating-controls,https://www.capveri.com/resources/cam-reconciliation-vs-estimate,marketing/content/resources/cam-reconciliation-vs-estimate.mdx,marketing/content/linkedin/campaigns/2026-06-07-to-2026-06-14/posts/2026-06-08-2000-second-day-close-030.md,schedule,0ec6b471cae1939a5ea4ddd088bdc49ca87281ba2be5e1e393cba32bd40cc99b,530,"The reconciliation question is not only:

What did the property spend?

It is also:

What did the tenant already pay?

A strong true-up needs both sides:

Adjusted expense pool.
Lease-defined pro-rata share.
Any allowed gross-up or cap logic.
Estimated billings collected during the year.
Final balance due or credit.

Miss the estimate credit, and the statement can be wrong even if the expense math is right.

CapVeri ties billing history back into the calculation because reconciliation is not a GL report.

It is a settlement."
031,2026-06-09,06:00,America/Chicago,2026-06-09T11:00:00Z,linkedin,capveri,text-short,anti-integration,https://www.capveri.com/resources/export-cam-yardi-voyager,marketing/content/resources/export-cam-yardi-voyager.mdx,marketing/content/linkedin/campaigns/2026-06-07-to-2026-06-14/posts/2026-06-09-0600-export-first-control-031.md,schedule,04e6c2cda4e709f41aafb334d02e48f6f4a9e3590fc12c3fd7c264d28ea42a30,519,"The cleanest CAM review often starts with a file question:

Do the exports tie before anyone opens the workbook?

For Yardi teams, that means the Recovery Analysis, GL Analytics, and rent roll need the same property, the same reconciliation period, and detail-level output.

If one file is summary-level, the math may still look polished. The support will not.

That is where the control lives.

Export first. Tie the files. Then test the lease math.

What is the first export your team checks before statements go out?"
032,2026-06-09,07:00,America/Chicago,2026-06-09T12:00:00Z,linkedin,capveri,text-short,cam-math,https://www.capveri.com/resources/cam-gross-up-calculation-guide,marketing/content/resources/cam-gross-up-calculation-guide.mdx,marketing/content/linkedin/campaigns/2026-06-07-to-2026-06-14/posts/2026-06-09-0700-gross-up-fixed-variable-032.md,schedule,9170464de6505fb752944d4fa9cabfce53685bbdf6bddd52f5375e52fa48d0f2,512,"Gross-up mistakes usually start before the formula.

The question is not just ""what is the occupancy target?""

It is:

Which expenses are actually variable?

Property taxes do not become 95% occupied. Insurance does not become 95% occupied. A fixed management fee does not become 95% occupied.

Janitorial, utilities, trash, and similar usage-driven costs are the items that need the closer look.

The formula is only defensible after the pool is split.

If the split is wrong, the percentage will not rescue it."
033,2026-06-09,08:00,America/Chicago,2026-06-09T13:00:00Z,linkedin,capveri,carousel,audit-defense,https://www.capveri.com/resources/audit-defense-packet,marketing/src/app/resources/audit-defense-packet/page.tsx,marketing/content/linkedin/campaigns/2026-06-07-to-2026-06-14/posts/2026-06-09-0800-audit-packet-six-docs-033.md,schedule,0171d3f0601746e2e86ecc9a16a6a1cfd47786bfb8207767afc6f58bd7b1573c,805,"Carousel outline: What belongs in the CAM audit packet?

Slide 1: The packet is the response
- A tenant audit request should not start a document hunt.

Slide 2: GL export
- Full year, property level, with account codes and descriptions.

Slide 3: Invoice index
- Vendor, date, amount, account, and a way to pull the backup fast.

Slide 4: Management fee calculation
- Base, rate, cap if any, and the lease clause used.

Slide 5: Pro-rata schedule
- Tenant RSF, denominator, percentage, and source for each number.

Slide 6: Gross-up workbook
- Occupancy, threshold, fixed-variable split, and normalized variable pool.

Slide 7: Cap bank schedule
- Base year, annual ceiling, actuals, unused capacity, and carry-forward balance.

Slide 8: The point
- Make the review traceable before the question arrives."
034,2026-06-09,09:00,America/Chicago,2026-06-09T14:00:00Z,linkedin,capveri,text-short,erp-exports,https://www.capveri.com/resources/export-cam-mri,marketing/content/resources/export-cam-mri.mdx,marketing/content/linkedin/campaigns/2026-06-07-to-2026-06-14/posts/2026-06-09-0900-mri-period-thirteen-034.md,schedule,bef7bc5771f8f62c8c0e776a0a0e8d90f0503482afba091ecf361e14b0ecc3a4,575,"An MRI export can run clean and still miss the reconciliation answer.

One quiet reason: adjustment periods.

If period 13 or 14 belongs in the close process, a period 12 GL export can look complete while leaving year-end activity outside the file.

That is not a cap problem.

It is not a pro-rata problem.

It is an export boundary problem.

Before testing formulas, check entity, property, period range, and whether adjustment periods are intentionally included or intentionally excluded.

""We used the report"" is not the same as ""we exported the right accounting period."""
035,2026-06-09,10:00,America/Chicago,2026-06-09T15:00:00Z,linkedin,capveri,text-short,cam-math,https://www.capveri.com/resources/pro-rata-share-calculation,marketing/content/resources/pro-rata-share-calculation.mdx,marketing/content/linkedin/campaigns/2026-06-07-to-2026-06-14/posts/2026-06-09-1000-denominator-drift-035.md,schedule,587908d17817873590253f6a157b7166f1ded7b26064d0b8fe21d96d36a98912,577,"Pro-rata share is a tiny percentage with a large blast radius.

The numerator gets attention because it is the tenant's space.

The denominator is where quiet drift shows up.

Leasable area and leased area are not interchangeable. If vacant suites fall out of the denominator, the occupied tenants carry a larger share of the same pool.

The expense did not change.

The allocation did.

Before sending a reconciliation, compare the denominator to the lease definition and the rent roll source behind it.

That one check can explain a lot of ""why did my share move?"" questions."
036,2026-06-09,11:00,America/Chicago,2026-06-09T16:00:00Z,linkedin,capveri,text-long,cam-math,https://www.capveri.com/resources/cumulative-vs-non-cumulative-cam-caps,marketing/content/resources/cumulative-vs-non-cumulative-cam-caps.mdx,marketing/content/linkedin/campaigns/2026-06-07-to-2026-06-14/posts/2026-06-09-1100-cumulative-cap-bank-036.md,schedule,9743a33dd1a27bf966c1f27c91d1012eafa233dacbce653c0ffaf51c5e5e33d8,701,"Cumulative caps need a ledger, not a memory.

The cap bank is easy to explain:

If actual controllable expenses are below the allowed ceiling, unused capacity may carry forward when the lease says the cap is cumulative.

The hard part is proving the balance later.

Each year needs the same basic row:

Base amount.
Annual cap ceiling.
Actual controllable amount.
Amount billed.
Unused capacity.
Bank balance.

When that schedule is missing, the next reconciliation starts with a trust problem.

If the lease says non-cumulative, the unused capacity disappears. If it says cumulative, the carry-forward needs to survive ownership changes, staff changes, and spreadsheet cleanups.

That is the control."
037,2026-06-09,12:00,America/Chicago,2026-06-09T17:00:00Z,linkedin,capveri,text-short,traceable-math,https://www.capveri.com/resources/deterministic-vs-ai-cam,marketing/content/resources/deterministic-vs-ai-cam.mdx,marketing/content/linkedin/campaigns/2026-06-07-to-2026-06-14/posts/2026-06-09-1200-deterministic-math-ledger-037.md,schedule,05542d364142f31491ac3e164267b6c4556426a8fbac21d01de24d0351134f8e,574,"AI can help read documents.

CAM math needs a ledger.

The calculation has to answer ordinary questions:

Which lease clause controlled the pool?
Which expenses were included or excluded?
Which gross-up threshold was used?
Which denominator produced the tenant share?
Which cap ceiling limited the amount?

That is why CapVeri keeps extraction and calculation separate.

Extraction can be reviewed by a human.

The math runs through deterministic rules so the same inputs produce the same answer.

For financial work, ""show the work"" is not a nice-to-have.

It is the point."
038,2026-06-09,13:00,America/Chicago,2026-06-09T18:00:00Z,linkedin,capveri,text-short,cam-math,https://www.capveri.com/resources/admin-fee-calculation-methods,marketing/content/resources/admin-fee-calculation-methods.mdx,marketing/content/linkedin/campaigns/2026-06-07-to-2026-06-14/posts/2026-06-09-1300-admin-fee-method-038.md,schedule,7cd9591c99093cfd333541cfadd9ba1f888388957fb80316f0939de5f9a6e722,551,"Two admin fee calculations can use the same percentage and produce different answers.

That is why the first question is method, not rate.

Gross method: the fee is calculated on a pool that includes the fee.

Net method: the fee is calculated on the pool before the fee is added.

Capped method: the calculated fee is limited by a lease-defined ceiling.

The percentage is only half the instruction.

Before billing, document the base, the method, and the cap treatment if the lease has one.

A clean admin fee backup should be clear enough to audit."
039,2026-06-09,14:00,America/Chicago,2026-06-09T19:00:00Z,linkedin,capveri,text-short,measurement,https://www.capveri.com/resources/boma-2024-implementation-guide,marketing/content/resources/boma-2024-implementation-guide.mdx,marketing/content/linkedin/campaigns/2026-06-07-to-2026-06-14/posts/2026-06-09-1400-boma-source-not-badge-039.md,schedule,55f2b8f82fb3883878121aebca80c6cc70740af9622c8695c96c7125f572c396,556,"BOMA 2024 is a measurement input, not a marketing badge.

For CAM, the practical question is simple:

Did the rentable square footage used in the reconciliation change?

If yes, the packet needs the source:

Old measurement.
New measurement.
Lease language that allows or blocks the update.
Effective date.
Tenant-level pro-rata impact.

CapVeri can work with BOMA-referenced measurement inputs.

That does not mean a certification, endorsement, or shortcut around the lease.

Measurement changes belong in the backup, not in someone's inbox after billing."
040,2026-06-09,15:00,America/Chicago,2026-06-09T20:00:00Z,linkedin,capveri,text-short,recovery-modeling,https://www.capveri.com/resources/recovery-ratio-analysis,marketing/content/resources/recovery-ratio-analysis.mdx,marketing/content/linkedin/campaigns/2026-06-07-to-2026-06-14/posts/2026-06-09-1500-recovery-gap-model-040.md,schedule,0c3e5c998a6fc3a213dc0be562175ce6c9a1abfec688e8342459f6328087ad85,593,"Treat recovery ratio like a smoke alarm.

When it drops, the answer is not automatically ""bill more.""

The first move is the comparison:

Recoverable operating expense pool.
Total CAM billed.
Difference by property.
Reason codes for the gap.

The reason codes matter more than the headline number.

A gap caused by a lease exclusion is not the same as a gap caused by an unmapped GL account.

A cap limitation is not the same as a missed gross-up.

The review should make the difference traceable enough for the team to decide what is recoverable, what is excluded, and what needs a setup fix."
041,2026-06-09,16:00,America/Chicago,2026-06-09T21:00:00Z,linkedin,capveri,carousel,erp-exports,https://www.capveri.com/resources/export-cam-yardi-voyager,marketing/content/resources/export-cam-yardi-voyager.mdx,marketing/content/linkedin/campaigns/2026-06-07-to-2026-06-14/posts/2026-06-09-1600-yardi-three-exports-carousel-041.md,schedule,82c2b67ed5c1f41712f810bd74e38fe0f2c5bc0808a40531d3717d7d3b883143,726,"Carousel outline: The Yardi export set before CAM review

Slide 1: Do not start with the spreadsheet
- Start with the export stack.

Slide 2: Recovery Analysis
- Tenant-level actuals, billings, variances, and recovery pools.

Slide 3: GL Analytics
- The transaction detail behind the recoverable expense pool.

Slide 4: Rent Roll with Lease Charges
- Tenant roster, rentable SF, lease timing, and charge setup.

Slide 5: Charge Schedule when needed
- Use it when the question is what was billed during the year.

Slide 6: The QA pass
- Same property, same period, detail mode, flat CSV.

Slide 7: The wrong order
- Debugging gross-up before the exports tie.

Slide 8: The right order
- Tie the files, then test the lease math."
042,2026-06-09,17:00,America/Chicago,2026-06-09T22:00:00Z,linkedin,capveri,text-short,reconciliation-controls,https://www.capveri.com/resources/cam-reconciliation-vs-estimate,marketing/content/resources/cam-reconciliation-vs-estimate.mdx,marketing/content/linkedin/campaigns/2026-06-07-to-2026-06-14/posts/2026-06-09-1700-estimate-drift-042.md,schedule,e8b1f4349b6ebf1b6e4c9f3955a790fe7803d4c1a28a8b5398e6b54cb7cac577,528,"The estimate letter is where expectations get set.

The reconciliation is where the actuals catch up.

If the estimate was stale all year, the true-up may be mathematically correct and still feel like a surprise.

That is why a mid-year check matters:

Current GL run rate.
Budget assumptions.
Vendor changes.
Insurance and tax movement.
Tenant estimate billings to date.

The goal is not to make the estimate perfect.

It is to catch obvious drift before it becomes the only thing the tenant remembers about the reconciliation."
043,2026-06-09,18:00,America/Chicago,2026-06-09T23:00:00Z,linkedin,capveri,text-short,operational-controls,https://www.capveri.com/resources/pro-rata-share-calculation,marketing/content/resources/pro-rata-share-calculation.mdx,marketing/content/linkedin/campaigns/2026-06-07-to-2026-06-14/posts/2026-06-09-1800-move-out-reconciliation-043.md,schedule,070772348fbcbaf3041f5a776a9a74849dd3f72ea1c5725fa0a997d6a2bd1b1b,546,"Move-out reconciliations break when the year is treated as one flat period.

A tenant that leaves in May does not need the same date range as a tenant that stayed through December.

The control is simple:

Calculate the share.
Apply the correct expense pool.
Prorate by the lease days in the reconciliation period.
Tie the estimate billings already collected.

The mistake is skipping straight to the annual tenant percentage and hoping the timing works itself out.

It usually does not.

Partial-year occupancy needs its own row, not a footnote."
044,2026-06-09,19:00,America/Chicago,2026-06-10T00:00:00Z,linkedin,capveri,text-long,traceable-math,https://www.capveri.com/resources/deterministic-vs-ai-cam,marketing/content/resources/deterministic-vs-ai-cam.mdx,marketing/content/linkedin/campaigns/2026-06-07-to-2026-06-14/posts/2026-06-09-1900-cpa-verification-trace-044.md,schedule,77c97613e0a494dbed51f7db7fddce60501f7e82d91e0a0747304bd2370395b3,576,"A useful CAM calculation should let a reviewer rerun the answer from the inputs.

That reviewer might be internal accounting.

It might be a CPA.

It might be the person who inherits the file two years from now.

Either way, the file needs more than a final number.

It needs:

The source export.
The lease rule.
The classification decision.
The formula.
The exact inputs.
The final tenant result.

CapVeri's math is built around that trace.

AI can help extract lease and document facts, but verified inputs and deterministic calculations are what make the result repeatable."
045,2026-06-09,20:00,America/Chicago,2026-06-10T01:00:00Z,linkedin,capveri,question,engagement,https://www.capveri.com/resources/audit-defense-packet,marketing/src/app/resources/audit-defense-packet/page.tsx,marketing/content/linkedin/campaigns/2026-06-07-to-2026-06-14/posts/2026-06-09-2000-what-happens-next-045.md,schedule,985f4d348affbfd1492dbee961362ba4a12f40ff84e93470d4f818df21442d53,611,"A tenant asks for CAM support.

What happens next inside the property team?

A. Someone sends the same packet by default.

B. Accounting pulls the GL while property management searches for invoices.

C. The team rebuilds the workbook from the last person who touched it.

D. It depends on the tenant.

The strongest process is not the one with the longest explanation.

It is the one that makes the next step obvious.

For CAM, that means source files, lease rules, calculation workbooks, and tenant-facing support are already connected before the request arrives.

Which answer is closest to the real workflow?"
046,2026-06-10,06:00,America/Chicago,2026-06-10T11:00:00Z,linkedin,capveri,text-short,erp-exports,https://www.capveri.com/resources/export-cam-mri,marketing/content/resources/export-cam-mri.mdx,marketing/content/linkedin/campaigns/2026-06-07-to-2026-06-14/posts/2026-06-10-0600-mri-three-files-046.md,schedule,0af0ab2c9a82eb617c36790b988c58b9f7821f68bc7b07c7181a9554eb502a73,578,"For MRI CAM review, three files carry much of the load:

Recovery Reconciliation.
GL Transaction Detail.
Rent roll.

The first shows the tenant recovery result.

The second proves what fed the expense pool.

The third gives the tenant roster, rentable SF, and timing.

If tenant IDs or suites are missing, matching turns fragile fast.

If the GL is summary-level, classification gets harder than it needs to be.

If the entity is wrong, the rest of the review is noise.

Export QA is not admin work. It is the control that decides whether the math review starts on solid ground."
047,2026-06-10,07:00,America/Chicago,2026-06-10T12:00:00Z,linkedin,capveri,text-short,cam-math,https://www.capveri.com/resources/cumulative-vs-non-cumulative-cam-caps,marketing/content/resources/cumulative-vs-non-cumulative-cam-caps.mdx,marketing/content/linkedin/campaigns/2026-06-07-to-2026-06-14/posts/2026-06-10-0700-cap-base-error-047.md,schedule,52de79346f6d610e051961f33833094228727a3b2f679fb0f32b93ba5ad9c22f,575,"A cap can be applied to the right expenses and still drift.

One common source is the compounding base.

If the lease says the cap grows from the prior cap ceiling, but the workbook grows it from the prior billed amount, the ceiling can fall behind year after year.

That error may stay hidden while actuals are below the cap.

It shows up when expenses spike and the ceiling finally matters.

The check:

Find the base year.
Find the allowed annual increase.
Find the prior ceiling.
Recalculate the current ceiling from the lease rule.

Do that before debating the variance."
